,Gene,AF16_Control,AF16_Treatment,HK104_Control,HK104_Treatment,log2foldchange_control,log2foldchange_treatment
18931,WBGene00087939,4,1,2,1,1.0,0.0
18936,WBGene00087946,57,28,1,1,5.832890014164741,4.807354922057604
18942,WBGene00087954,97,640,79,524,0.2961320940100249,0.2885050933499121
18943,WBGene00087957,6,8,1,4,2.584962500721156,1.0
18944,WBGene00087958,1,1,1,1,0.0,0.0
18945,WBGene00087959,98,93,76,44,0.36678233067162275,1.0797271924707341
18950,WBGene00087966,1,1,1,1,0.0,0.0
18952,WBGene00087968,14,2,4,1,1.8073549220576042,1.0
18955,WBGene00087972,4,8,16,1,-2.0,3.0
18956,WBGene00087973,10,2,19,2,-0.9259994185562233,0.0
18957,WBGene00087974,8,1,6,5,0.41503749927884376,-2.321928094887362
18958,WBGene00087975,19,6,6,9,1.6629650127224291,-0.5849625007211563
18959,WBGene00087977,1,1,1,1,0.0,0.0
18960,WBGene00087978,100,104,100,52,0.0,1.0
18962,WBGene00087980,2,6,7,2,-1.8073549220576042,1.584962500721156
18963,WBGene00087981,31,28,18,11,0.784271308944563,1.3479233034203069
18964,WBGene00087982,14,40,5,6,1.4854268271702418,2.736965594166206
18965,WBGene00087983,8,3,48,16,-2.584962500721156,-2.415037499278844
18966,WBGene00087984,6,2,1,3,2.584962500721156,-0.5849625007211563
18967,WBGene00087985,514,510,466,574,0.14143840453959797,-0.17055348981682983
18968,WBGene00087988,33,9,33,42,0.0,-2.222392421336448
18969,WBGene00087989,9,1,1,1,3.169925001442312,0.0
18970,WBGene00087990,46,13,8,1,2.523561956057013,3.700439718141092
18973,WBGene00087993,1,2,2,1,-1.0,1.0
18974,WBGene00087994,290,289,395,365,-0.44579975304953073,-0.3368269712667008
18976,WBGene00087997,68,58,60,71,0.18057224564182084,-0.2917661243771099
18978,WBGene00088000,1,11,9,20,-3.1699250014423126,-0.862496476250065
18979,WBGene00088001,568,520,550,447,0.04645931109266009,0.21823679184513678
18981,WBGene00088007,8,2,1,1,3.0,1.0
18983,WBGene00088009,3,1,10,5,-1.7369655941662063,-2.321928094887362
18985,WBGene00088011,80,39,83,27,-0.05311133645956242,0.5305147166987798
18986,WBGene00088012,8,7,6,1,0.41503749927884376,2.807354922057604
18987,WBGene00088013,177,207,223,221,-0.3332943498373074,-0.09441560189210634
18989,WBGene00088015,143,68,141,102,0.020319984379595892,-0.5849625007211563
18990,WBGene00088016,17,1,4,6,2.0874628412503395,-2.584962500721156
18992,WBGene00088018,2,1,1,1,1.0,0.0
18995,WBGene00088021,23,4,2,1,3.523561956057013,2.0
18996,WBGene00088022,11,3,27,21,-1.2954558835261714,-2.807354922057604
18997,WBGene00088023,18,3,15,14,0.2630344058337938,-2.222392421336448
18999,WBGene00088025,44,6,49,39,-0.15527822547791095,-2.700439718141092
19000,WBGene00088026,125,61,206,70,-0.7207162425211314,-0.19854567938208015
19001,WBGene00088028,60,92,52,41,0.20645087746742624,1.1660099514389293
19002,WBGene00088029,66,93,59,67,0.16175106999661207,0.473069620650259
19005,WBGene00088035,12,6,19,4,-0.6629650127224294,0.5849625007211562
19006,WBGene00088036,30,8,27,1,0.15200309344505006,3.0
19007,WBGene00088037,28,19,31,14,-0.14684138832927116,0.4405725913859814
19008,WBGene00088038,291,309,281,272,0.05044902268735791,0.1840001866540351
19010,WBGene00088042,466,570,505,572,-0.11595343298487679,-0.005053227726285464
19011,WBGene00088043,848,797,855,749,-0.01186015521006101,0.08961400553172086
19012,WBGene00088044,1,64,1,8,0.0,3.0
19016,WBGene00088049,9,3,18,7,-1.0,-1.222392421336448
19017,WBGene00088050,553,452,578,490,-0.06379001226597178,-0.11645897658738293
19018,WBGene00088051,7,3,15,3,-1.0995356735509143,0.0
19019,WBGene00088052,3,4,1,4,1.584962500721156,0.0
19020,WBGene00088053,2,1,1,1,1.0,0.0
19021,WBGene00088054,1,1,4,3,-2.0,-1.5849625007211563
19022,WBGene00088055,4,7,1,3,2.0,1.222392421336448
19023,WBGene00088056,5,14,18,17,-1.84799690655495,-0.28010791919273537
19029,WBGene00088070,124,91,91,17,0.446401670188179,2.420331798948357
19032,WBGene00088078,70,28,33,21,1.084888897586513,0.41503749927884376
19045,WBGene00088096,36,15,27,26,0.41503749927884376,-0.7935491225325738
19049,WBGene00088100,612,531,28,7,4.4500329206350475,6.24521312874655
19050,WBGene00088101,1506,1198,21,20,6.164188631893167,5.904484097901423
19052,WBGene00088104,152,108,119,102,0.3531097501356419,0.08246216019197297
19058,WBGene00088119,3,1,13,6,-2.115477217419936,-2.584962500721156
19071,WBGene00088143,14,6,1,1,3.807354922057604,2.584962500721156
19075,WBGene00088150,703,594,691,557,0.024838978684276872,0.09278560346073417
19079,WBGene00088157,465,585,38,47,3.6131593925518084,3.63770396279313
19095,WBGene00088190,5,1,3,2,0.7369655941662062,-1.0
19097,WBGene00088192,4,4,6,4,-0.5849625007211563,0.0
19099,WBGene00088194,22,15,27,1,-0.29545588352617136,3.9068905956085187
19100,WBGene00088195,1,4,1,1,0.0,2.0
19101,WBGene00088196,3,1,1,1,1.584962500721156,0.0
19105,WBGene00088200,5,1,3,1,0.7369655941662062,0.0
19107,WBGene00088204,5,3,13,7,-1.3785116232537298,-1.222392421336448
19111,WBGene00088215,1,1,3,1,-1.5849625007211563,0.0
19115,WBGene00088220,7,5,1,2,2.807354922057604,1.3219280948873624
19119,WBGene00088225,7,2,1,7,2.807354922057604,-1.8073549220576042
19120,WBGene00088226,24,27,10,2,1.2630344058337937,3.7548875021634687
19122,WBGene00088228,28,6,2,1,3.807354922057604,2.584962500721156
19123,WBGene00088229,17,5,8,5,1.0874628412503393,0.0
19124,WBGene00088230,430,332,145,103,1.5682837595745258,1.6885389041637062
19125,WBGene00088232,202,101,68,76,1.5707486415014553,0.41028396930820926
19126,WBGene00088234,551,282,353,178,0.6423841352999773,0.6638179214323959
19127,WBGene00088235,192,127,135,55,0.5081469036703253,1.2073249732475062
19128,WBGene00088236,169,87,134,56,0.33479024582441186,0.6355885737911242
19129,WBGene00088238,64,40,17,6,1.9125371587496607,2.736965594166206
19130,WBGene00088239,507,148,20,9,4.663913842115978,4.039528364186637
19131,WBGene00088240,249,137,55,29,2.1786422185434215,2.2400510878329545
19132,WBGene00088242,84,51,39,29,1.1069152039165118,0.8144443468439234
19133,WBGene00088243,6,1,2,1,1.584962500721156,0.0
19136,WBGene00088248,4,41,1,1,2.0,5.357552004618084
19138,WBGene00088250,630,614,569,532,0.1469231760806969,0.20681240986898966
19139,WBGene00088251,103,31,33,5,1.642106407824765,2.6322682154995127
19141,WBGene00088255,5,3,2,1,1.3219280948873624,1.584962500721156
19142,WBGene00088256,5,4,1,1,2.321928094887362,2.0
19144,WBGene00088258,3,4,1,3,1.584962500721156,0.41503749927884376
19145,WBGene00088259,20,3,69,42,-1.7865963618908067,-3.807354922057604
19149,WBGene00088264,11,6,177,33,-4.0081739314457,-2.4594316186372973
19150,WBGene00088265,1,8,2,1,-1.0,3.0
19151,WBGene00088268,183,31,315,76,-0.7835081801032362,-1.2937312030567103
19152,WBGene00088269,22,7,17,3,0.37196877738695794,1.222392421336448
19153,WBGene00088276,7,1,1,1,2.807354922057604,0.0
19157,WBGene00088281,121,136,13,17,3.2184235191335024,3.0
19158,WBGene00088283,1,1,2,1,-1.0,0.0
19161,WBGene00088293,576,745,424,455,0.4420045468791131,0.7113738802634653
19163,WBGene00088296,19,7,6,8,1.6629650127224291,-0.19264507794239588
19165,WBGene00088298,383,205,327,190,0.22805375642687448,0.10962449117449823
19167,WBGene00088302,4,1,3,1,0.41503749927884376,0.0
19170,WBGene00088308,1829,1329,1583,1157,0.20839381961153547,0.19995224016868465
19171,WBGene00088309,571,479,537,444,0.08856865737743023,0.10946597938607425
19172,WBGene00088310,2211,2721,7,3,8.30312838775862,9.824958740528523
19174,WBGene00088312,88,100,3,8,4.874469117916141,3.643856189774725
19175,WBGene00088313,450,431,233,245,0.9495950465627567,0.8149061200865275
19176,WBGene00088314,517,716,540,683,-0.06279512673589631,0.06807400897416585
19177,WBGene00088315,1412,1045,554,346,1.3497822072219918,1.5946589993315203
19178,WBGene00088317,3,3,1,1,1.584962500721156,1.584962500721156
19179,WBGene00088319,2,3,2,1,0.0,1.584962500721156
19182,WBGene00088324,108,51,17,2,2.667424660913129,4.672425341971495
19195,WBGene00088342,8,3,5,1,0.6780719051126377,1.584962500721156
19196,WBGene00088343,1,1,1,1,0.0,0.0
19197,WBGene00088344,45,14,87,69,-0.9510903995190535,-2.301169534720565
19200,WBGene00088347,1,2,2,2,-1.0,0.0
19201,WBGene00088349,1,3,2,1,-1.0,1.584962500721156
19202,WBGene00088353,6,6,8,8,-0.4150374992788438,-0.4150374992788438
19215,WBGene00088371,4,1,3,1,0.41503749927884376,0.0
19216,WBGene00088372,715,616,898,718,-0.32877220307539523,-0.22105349312814992
19230,WBGene00088390,5,4,4,6,0.32192809488736235,-0.5849625007211563
19234,WBGene00088394,2,4,1,5,1.0,-0.3219280948873623
19241,WBGene00088402,8,6,4,7,1.0,-0.22239242133644802
19242,WBGene00088403,3,1,18,3,-2.584962500721156,-1.5849625007211563
19243,WBGene00088404,1,2,1,1,0.0,1.0
19246,WBGene00088407,1,1,1,1,0.0,0.0
19247,WBGene00088408,104,43,83,36,0.32540028679416744,0.25633975325978553
19249,WBGene00088410,32,8,40,7,-0.3219280948873623,0.19264507794239583
19250,WBGene00088411,8,17,150,68,-4.22881869049588,-2.0
19252,WBGene00088413,2,1,9,3,-2.1699250014423126,-1.5849625007211563
19255,WBGene00088418,12,9,1,6,3.584962500721156,0.5849625007211562
19256,WBGene00088419,95,42,64,28,0.5698556083309478,0.5849625007211562
19260,WBGene00088424,6,2,2,1,1.584962500721156,1.0
19261,WBGene00088425,111,16,57,22,0.9615258521853643,-0.4594316186372972
19265,WBGene00088429,1,1,2,1,-1.0,0.0
19266,WBGene00088435,1550,346,1022,265,0.6008730192239785,0.38477967818616304
19269,WBGene00088446,59,61,51,52,0.21021770739034581,0.2302976194217942
19270,WBGene00088450,1,8,62,32,-5.954196310386875,-2.0
19274,WBGene00088466,649,616,741,618,-0.19125506430669523,-0.004676487209473143
19285,WBGene00088481,13,6,109,10,-3.0677446066358343,-0.7369655941662062
19292,WBGene00088490,1,1,2,1,-1.0,0.0
19293,WBGene00088493,270,233,328,305,-0.2807364075672529,-0.3884792877959683
19297,WBGene00088499,4,1,2,2,1.0,-1.0
19298,WBGene00088500,17,791,12,4,0.5025003405291834,7.627533884472792
19299,WBGene00088526,139,68,100,32,0.47508488294878265,1.0874628412503393
19302,WBGene00088543,1,2,3,2,-1.5849625007211563,0.0
19303,WBGene00088547,24,8,6,6,2.0,0.41503749927884376
19304,WBGene00088548,91,27,73,38,0.31797008131867915,-0.493040011280117
19305,WBGene00088553,7,9,7,4,0.0,1.1699250014423124
19306,WBGene00088555,15,4,2,1,2.9068905956085187,2.0
19308,WBGene00088558,9,11,17,10,-0.9175378398080271,0.13750352374993502
19310,WBGene00088562,12,4,10,1,0.2630344058337938,2.0
19314,WBGene00088579,142,75,34,9,2.0622842782543427,3.0588936890535687
19315,WBGene00088580,9,5,2,1,2.169925001442312,2.321928094887362
19316,WBGene00088581,430,314,480,310,-0.15869774601905817,0.018496343617389496
19319,WBGene00088588,1,1,1,1,0.0,0.0
19320,WBGene00088589,2,2,3,1,-0.5849625007211563,1.0
19323,WBGene00088592,1,1,1,1,0.0,0.0
19326,WBGene00088597,2,6,9,2,-2.1699250014423126,1.584962500721156
19328,WBGene00088603,38,8,35,12,0.11864449649861893,-0.5849625007211563
19330,WBGene00088605,39,10,12,3,1.7004397181410922,1.7369655941662063
19335,WBGene00088614,1,1,1,2,0.0,-1.0
19339,WBGene00088619,1,1,12,4,-3.584962500721156,-2.0
19342,WBGene00088622,2128,1630,446,353,2.2543825355808846,2.2071318758472596
19344,WBGene00088627,280,184,231,170,0.27753397552890896,0.11417101991931103
19347,WBGene00088633,855,946,781,717,0.13060187163128076,0.39986706463749044
19348,WBGene00088634,1,1,4,1,-2.0,0.0
19350,WBGene00088636,5,2,3,1,0.7369655941662062,1.0
19353,WBGene00088640,2,2,1,1,1.0,1.0
19354,WBGene00088641,5,1,1,1,2.321928094887362,0.0
19356,WBGene00088645,2,1,1,1,1.0,0.0
19357,WBGene00088646,196,252,362,544,-0.8851360429679973,-1.1101829177504228
19358,WBGene00088647,13,17,17,10,-0.38702312310924736,0.765534746362977
19359,WBGene00088648,1,1,1,1,0.0,0.0
19360,WBGene00088650,33,23,28,16,0.23703919730084938,0.5235619560570128
19361,WBGene00088651,1,1,9,2,-3.1699250014423126,-1.0
19362,WBGene00088652,1,1,2,5,-1.0,-2.321928094887362
19363,WBGene00088653,1,7,1,1,0.0,2.807354922057604
19367,WBGene00088658,2,1,5,1,-1.3219280948873622,0.0
19370,WBGene00088661,231,123,9,9,4.681824039973745,3.7725895038969273
19374,WBGene00088665,50,22,69,27,-0.4646682670034444,-0.29545588352617136
19376,WBGene00088668,1,1,3,1,-1.5849625007211563,0.0
19379,WBGene00088673,4,1,6,2,-0.5849625007211563,-1.0
19382,WBGene00088677,50,88,13,20,1.9434164716336326,2.137503523749935
19386,WBGene00088682,434,73,245,51,0.8249132934419087,0.5173992169085216
19388,WBGene00088685,19,6,6,1,1.6629650127224291,2.584962500721156
19389,WBGene00088686,27,11,12,2,1.1699250014423124,2.4594316186372973
19390,WBGene00088687,5,9,3,1,0.7369655941662062,3.169925001442312
19392,WBGene00088689,20,1,3,1,2.736965594166206,0.0
19393,WBGene00088690,16,8,5,1,1.6780719051126378,3.0
19395,WBGene00088692,1,1,11,3,-3.4594316186372973,-1.5849625007211563
19396,WBGene00088694,4,2,7,1,-0.8073549220576042,1.0
19401,WBGene00088701,70,69,13,4,2.4288432988038746,4.108524456778169
19402,WBGene00088702,304,238,524,425,-0.7854954880938648,-0.8365012677171204
19403,WBGene00088703,334,303,119,141,1.4888865291661086,1.1036226310741575
19405,WBGene00088706,26,20,26,25,0.0,-0.3219280948873623
19406,WBGene00088707,1,2,2,3,-1.0,-0.5849625007211563
19407,WBGene00088708,841,1039,1016,1159,-0.27272269651702163,-0.15768491210226007
19408,WBGene00088709,949,1019,260,318,1.8678964639926547,1.6800553808814584
19409,WBGene00088710,464,249,319,264,0.5405683813627028,-0.08439218729037243
19410,WBGene00088711,30,19,1569,1468,-5.708739041359579,-6.271708739399627
19411,WBGene00088712,518,475,3,3,7.431845786965398,7.306821202497154
19412,WBGene00088713,957,886,181,193,2.40252922740282,2.198705851286938
19413,WBGene00088714,1511,1355,1006,984,0.586873355359302,0.46156263090199395
19414,WBGene00088715,1341,1197,1366,1332,-0.026648246385616466,-0.15417093012776012
19415,WBGene00088716,58,790,14,1,2.050626073069968,9.625708843064466
19416,WBGene00088717,16033,15213,39,32,8.683354559989679,8.893017059787791
19420,WBGene00088721,324,321,2,2,7.339850002884624,7.3264294871223035
19421,WBGene00088722,33,39,2,1,4.044394119358453,5.285402218862249
19426,WBGene00088727,715,743,694,608,0.043007579087490824,0.28929088709501083
19427,WBGene00088729,11,11,1,17,3.4594316186372973,-0.6280312226130421
19429,WBGene00088731,3,2,1,1,1.584962500721156,1.0
19432,WBGene00088734,7,5,2,1,1.8073549220576042,2.321928094887362
19433,WBGene00088735,26,16,2,2,3.700439718141092,3.0
19434,WBGene00088738,65,35,4,4,4.022367813028454,3.1292830169449664
19438,WBGene00088743,39,6,1,1,5.285402218862249,2.584962500721156
19439,WBGene00088745,183,206,299,349,-0.7083018359140625,-0.7605826990264337
19440,WBGene00088748,5,1,19,8,-1.9259994185562233,-3.0
19442,WBGene00088750,13,7,10,4,0.37851162325372983,0.8073549220576041
19443,WBGene00088752,13,15,51,44,-1.9719856238304034,-1.5525410230287788
19447,WBGene00088760,5,2,3,3,0.7369655941662062,-0.5849625007211563
19449,WBGene00088763,41,3,7,1,2.5501970825604796,1.584962500721156
19450,WBGene00088764,39,5,1,1,5.285402218862249,2.321928094887362
19452,WBGene00088769,2,1,3,4,-0.5849625007211563,-2.0
19454,WBGene00088771,29,5,6,2,2.273018494406416,1.3219280948873624
19455,WBGene00088772,15,6,10,8,0.5849625007211562,-0.4150374992788438
19463,WBGene00088781,13,2,45,2,-1.7914133781885826,0.0
19464,WBGene00088782,1,1,4,1,-2.0,0.0
19466,WBGene00088784,2,1,5,5,-1.3219280948873622,-2.321928094887362
19467,WBGene00088786,9,1,9,1,0.0,0.0
19470,WBGene00088790,3,1,1,1,1.584962500721156,0.0
19471,WBGene00088791,3,1,2,1,0.5849625007211562,0.0
19472,WBGene00088792,1968,654,2154,718,-0.1302880292049677,-0.13469320832496878
19475,WBGene00088799,7,7,11,7,-0.6520766965796931,0.0
19476,WBGene00088800,1072,1100,574,571,0.9011822637820847,0.9459408730491792
19478,WBGene00088805,1,1,1,1,0.0,0.0
19482,WBGene00088811,1,2,47,6,-5.554588851677638,-1.5849625007211563
19483,WBGene00088812,127,87,110,51,0.20732497324750623,0.7705181538772327
19484,WBGene00088813,15,4,23,2,-0.6166713604484944,1.0
19485,WBGene00088814,25,18,20,11,0.32192809488736235,0.7104933828050152
19486,WBGene00088815,7,3,15,12,-1.0995356735509143,-2.0
19487,WBGene00088816,1,25,1,38,0.0,-0.6040713236688607
19489,WBGene00088819,4,1,2,1,1.0,0.0
19490,WBGene00088820,1,1,3,2,-1.5849625007211563,-1.0
19491,WBGene00088821,55,2,77,2,-0.4854268271702417,0.0
19492,WBGene00088823,2,1,2,4,0.0,-2.0
19493,WBGene00088824,2,1,1,4,1.0,-2.0
19495,WBGene00088826,37,14,31,39,0.25525705524207465,-1.4780472968046443
19496,WBGene00088827,11,1,14,5,-0.34792330342030686,-2.321928094887362
19498,WBGene00088829,84,46,110,36,-0.38904229074589924,0.3536369546147004
19499,WBGene00088830,1,4,1,3,0.0,0.41503749927884376
19500,WBGene00088831,39,21,28,17,0.4780472968046442,0.30485458152842093
19501,WBGene00088832,2,1,2,4,0.0,-2.0
19503,WBGene00088835,8,5,6,1,0.41503749927884376,2.321928094887362
19504,WBGene00088836,12,10,31,23,-1.369233809665719,-1.2016338611696507
19505,WBGene00088837,1,1,2,1,-1.0,0.0
19506,WBGene00088838,1,1,1,1,0.0,0.0
19507,WBGene00088840,101,96,107,83,-0.08325550364935222,0.20992306937423136
19508,WBGene00088841,7,8,27,8,-1.9475325801058645,0.0
19509,WBGene00088844,4,7,7,4,-0.8073549220576042,0.8073549220576041
19510,WBGene00088846,27,16,40,25,-0.5670405927238937,-0.6438561897747247
19513,WBGene00088850,8594,1843,7221,1855,0.2511311345782855,-0.009363115877452527
19514,WBGene00088851,1,2,4,1,-2.0,1.0
19515,WBGene00088853,9,8,20,6,-1.15200309344505,0.41503749927884376
19517,WBGene00088856,211,133,166,139,0.3460597573602604,-0.06365863722231777
19518,WBGene00088857,17,4,14,9,0.2801079191927352,-1.1699250014423124
19519,WBGene00088858,28,6,20,1,0.48542682717024166,2.584962500721156
19521,WBGene00088861,21,2,2,6,3.3923174227787602,-1.5849625007211563
19522,WBGene00088863,1,2,1,1,0.0,1.0
19523,WBGene00088864,9,13,10,15,-0.15200309344504995,-0.20645087746742632
19524,WBGene00088865,11,14,1,2,3.4594316186372973,2.807354922057604
19526,WBGene00088869,4,3,3,1,0.41503749927884376,1.584962500721156
19527,WBGene00088871,2252,1087,2383,1152,-0.0815721241100413,-0.08378877641500326
19528,WBGene00088874,209,375,156,239,0.4219569132186343,0.6498799774024946
19530,WBGene00088877,9,2,11,11,-0.2895066171949848,-2.4594316186372973
19531,WBGene00088878,1,10,1,2,0.0,2.321928094887362
19532,WBGene00088879,15,3,22,8,-0.5525410230287788,-1.415037499278844
19533,WBGene00088880,139,74,91,54,0.611146432524811,0.45456586346548133
19535,WBGene00088885,34,18,15,9,1.1805722456418208,1.0
19537,WBGene00088887,1,1,3,4,-1.5849625007211563,-2.0
19538,WBGene00088891,44,8,24,3,0.874469117916141,1.4150374992788437
19539,WBGene00088895,11,1,4,2,1.4594316186372973,-1.0
19540,WBGene00088897,20,8,9,3,1.15200309344505,1.4150374992788437
19544,WBGene00088902,73,74,85,60,-0.2195663772576846,0.3025627700204313
19545,WBGene00088903,24,10,3,5,3.0,1.0
19546,WBGene00088910,254,120,223,126,0.18778478685186106,-0.07038932789139803
19547,WBGene00088913,24,7,35,14,-0.5443205162238103,-1.0
19548,WBGene00088914,2,7,13,9,-2.700439718141092,-0.36257007938470825
19549,WBGene00088916,28,18,24,11,0.22239242133644802,0.7104933828050152
19550,WBGene00088917,155,153,205,152,-0.4033556942312085,0.009460329249066228
19551,WBGene00088918,11,5,11,8,0.0,-0.6780719051126377
19552,WBGene00088919,8,2,11,11,-0.4594316186372972,-2.4594316186372973
19554,WBGene00088924,50,12,52,22,-0.056583528366367424,-0.8744691179161412
19555,WBGene00088925,345,199,306,216,0.17306470897287962,-0.11826288161981974
19556,WBGene00088928,27,35,6,13,2.169925001442312,1.4288432988038744
19557,WBGene00088929,18,17,17,8,0.08246216019197297,1.0874628412503393
19559,WBGene00088931,1,1,3,1,-1.5849625007211563,0.0
19560,WBGene00088932,2,3,1,1,1.0,1.584962500721156
19562,WBGene00088936,28,48,55,62,-0.9740047914670557,-0.36923380966571906
19563,WBGene00088937,4,1,1,1,2.0,0.0
19564,WBGene00088938,61,42,69,46,-0.1777871192152827,-0.13124453327825267
19565,WBGene00088940,14,5,11,10,0.3479233034203068,-1.0
19567,WBGene00088943,2,5,12,1,-2.584962500721156,2.321928094887362
19568,WBGene00088944,35,12,65,16,-0.8930847960834881,-0.4150374992788438
19569,WBGene00088945,8,1,14,3,-0.8073549220576042,-1.5849625007211563
19571,WBGene00088948,4,5,6,1,-0.5849625007211563,2.321928094887362
19572,WBGene00088949,3,3,2,1,0.5849625007211562,1.584962500721156
19573,WBGene00088950,26,5,66,7,-1.3439544012173614,-0.4854268271702417
19574,WBGene00088951,371,196,379,202,-0.03077866155028836,-0.04350163863658656
19576,WBGene00088953,72,36,59,24,0.2872819520804712,0.5849625007211562
19577,WBGene00088954,155,118,151,68,0.03771966594915853,0.7951802081115019
19578,WBGene00088955,8,2,8,6,0.0,-1.5849625007211563
19582,WBGene00088959,11,4,4,3,1.4594316186372973,0.41503749927884376
19583,WBGene00088960,279,9,345,12,-0.30633123983634386,-0.4150374992788438
19585,WBGene00088962,30,3,25,7,0.2630344058337938,-1.222392421336448
19586,WBGene00088963,7,2,11,1,-0.6520766965796931,1.0
19587,WBGene00088967,2,1,8,1,-2.0,0.0
19589,WBGene00088976,1,6,1,1,0.0,2.584962500721156
19590,WBGene00088979,1,1,4,3,-2.0,-1.5849625007211563
19591,WBGene00088980,1,1,1,1,0.0,0.0
19592,WBGene00088981,145,92,84,79,0.7875916672361742,0.21978120787990993
19593,WBGene00088982,52,36,41,11,0.3428877135230085,1.7104933828050153
19595,WBGene00088987,26,4,15,2,0.7935491225325737,1.0
19596,WBGene00088990,58,37,29,29,1.0,0.3514723705013778
19597,WBGene00088992,8,5,21,21,-1.3923174227787605,-2.070389327891398
19598,WBGene00088993,13,7,10,6,0.37851162325372983,0.22239242133644802
19599,WBGene00088994,3,4,8,4,-1.415037499278844,0.0
19601,WBGene00088997,5,1,4,1,0.32192809488736235,0.0
19602,WBGene00088999,1,2,1,3,0.0,-0.5849625007211563
19603,WBGene00089000,103,89,55,23,0.9051408136585588,1.9521714749093848
19604,WBGene00089001,4,1,10,4,-1.3219280948873622,-2.0
19606,WBGene00089003,105,55,79,41,0.41046476948901967,0.423807708906576
19610,WBGene00089009,39,17,56,24,-0.5219527031953558,-0.4974996594708167
19612,WBGene00089011,372,112,409,128,-0.13679822183371748,-0.19264507794239588
19613,WBGene00089014,184,214,168,248,0.13124453327825272,-0.21272932398572825
19614,WBGene00089015,3,4,4,5,-0.4150374992788438,-0.3219280948873623
19615,WBGene00089016,20,12,15,12,0.41503749927884376,0.0
19618,WBGene00089020,1,3,1,1,0.0,1.584962500721156
19620,WBGene00089022,1,2,1,1,0.0,1.0
19622,WBGene00089025,17,11,3,9,2.5025003405291835,0.289506617194985
19624,WBGene00089027,13,4,17,9,-0.38702312310924736,-1.1699250014423124
19625,WBGene00089030,48,21,50,29,-0.058893689053568565,-0.46566357234881184
19626,WBGene00089031,2,2,7,2,-1.8073549220576042,0.0
19627,WBGene00089032,2,3,2,1,0.0,1.584962500721156
19629,WBGene00089034,91,54,108,38,-0.24709286196477234,0.506959988719883
19631,WBGene00089036,3,5,18,1,-2.584962500721156,2.321928094887362
19632,WBGene00089037,20,11,12,14,0.7369655941662062,-0.34792330342030686
19635,WBGene00089040,233,237,254,220,-0.12449854211788557,0.10738353537359965
19636,WBGene00089041,16,3,15,4,0.09310940439148145,-0.4150374992788438
19637,WBGene00089042,36,3,33,5,0.12553088208385882,-0.7369655941662062
19639,WBGene00089049,122,1,2,1,5.930737337562887,0.0
19640,WBGene00089050,5764,3987,5989,4093,-0.05524479680363942,-0.03785506144575414
19642,WBGene00089052,2,1,3,1,-0.5849625007211563,0.0
19645,WBGene00089056,25,38,4,1,2.643856189774725,5.247927513443585
19646,WBGene00089057,64,38,62,54,0.045803689613124754,-0.506959988719883
19647,WBGene00089058,35,40,55,49,-0.6520766965796931,-0.29278174922784583
19648,WBGene00089059,11,3,1,1,3.4594316186372973,1.584962500721156
19652,WBGene00089065,143,90,167,85,-0.22383295569566283,0.08246216019197297
19653,WBGene00089068,1,1,3,2,-1.5849625007211563,-1.0
19654,WBGene00089071,5,1,5,2,0.0,-1.0
19655,WBGene00089072,55,67,79,100,-0.5224210346524433,-0.5777669993169522
19657,WBGene00089074,1,1,1,1,0.0,0.0
19659,WBGene00089083,17,18,13,7,0.38702312310924725,1.3625700793847084
19660,WBGene00089084,58,48,50,47,0.21412480535284734,0.030373649043518695
19670,WBGene00089095,12,1,2,1,2.584962500721156,0.0
19671,WBGene00089096,38,1,24,9,0.6629650127224292,-3.1699250014423126
19672,WBGene00089097,2,1,1,3,1.0,-1.5849625007211563
19673,WBGene00089098,102,81,62,64,0.7182290315846205,0.33985000288462475
19674,WBGene00089099,48,7,60,14,-0.3219280948873623,-1.0
19679,WBGene00089104,9,1,9,8,0.0,-3.0
19680,WBGene00089105,11,18,14,11,-0.34792330342030686,0.7104933828050152
19681,WBGene00089106,5,2,5,3,0.0,-0.5849625007211563
19682,WBGene00089109,1,1,3,3,-1.5849625007211563,-1.5849625007211563
19683,WBGene00089110,167,121,167,142,0.0,-0.2308838822300876
19684,WBGene00089112,3,1,2,1,0.5849625007211562,0.0
19685,WBGene00089114,3,1,4,3,-0.4150374992788438,-1.5849625007211563
19687,WBGene00089116,1,2,1,7,0.0,-1.8073549220576042
19688,WBGene00089117,2,3,2,2,0.0,0.5849625007211562
19689,WBGene00089119,4,5,6,1,-0.5849625007211563,2.321928094887362
19691,WBGene00089126,7,1,3,4,1.222392421336448,-2.0
19693,WBGene00089129,64,35,91,43,-0.5077946401986961,-0.2969817377571315
19694,WBGene00089131,12,7,16,3,-0.4150374992788438,1.222392421336448
19696,WBGene00089142,2,2,4,1,-1.0,1.0
19698,WBGene00089144,279,64,308,62,-0.1426652288657137,0.045803689613124754
19699,WBGene00089145,133,120,192,133,-0.5296800652199665,-0.14839183989267116
19701,WBGene00089155,1,1,5,4,-2.321928094887362,-2.0
19702,WBGene00089163,66,74,110,81,-0.7369655941662062,-0.13039663725567502
19703,WBGene00089165,41,52,47,39,-0.19703684705955363,0.41503749927884376
19704,WBGene00089166,15,30,28,20,-0.9004643264490856,0.5849625007211562
19705,WBGene00089167,46,21,58,16,-0.3344190390705592,0.3923174227787603
19708,WBGene00089170,291,173,283,139,0.04021710007640151,0.31568715491321725
